local authority code,local authority name,LSOA code,All usual residents aged 16+ in work,Work mainly at or from home,Underground; metro; light rail; tram,Train,Bus; minibus or coach,Taxi,Motorcycle; scooter or moped,Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work
E09000019,Islington,E01002779,1021,650,65,18,60,3,4,60,7,77,65,12
E09000019,Islington,E01002780,986,516,91,32,95,6,2,62,20,69,82,11
E09000019,Islington,E01002781,958,536,117,19,78,4,5,84,0,52,49,14
E09000019,Islington,E01002782,623,246,49,27,107,5,2,75,7,33,63,9
E09000019,Islington,E01002783,760,371,61,22,88,4,7,57,7,57,72,14
E09000019,Islington,E01002784,834,392,98,25,87,5,7,74,6,40,95,5
E09000019,Islington,E01002785,1067,636,88,21,60,5,10,76,3,91,61,16
E09000019,Islington,E01002786,973,493,86,28,120,5,4,79,7,52,86,13
E09000019,Islington,E01002787,765,356,74,21,98,2,11,61,9,57,66,10
E09000019,Islington,E01002788,1108,659,108,23,60,5,6,80,3,78,76,10
E09000019,Islington,E01002789,1058,691,100,16,33,3,3,63,14,68,60,7
E09000019,Islington,E01002790,621,308,71,25,55,2,6,55,5,31,58,5
E09000019,Islington,E01002791,1055,756,90,10,42,6,3,45,1,42,56,4
E09000019,Islington,E01002792,1132,726,101,18,61,6,5,46,5,62,98,4
E09000019,Islington,E01002793,986,579,80,22,104,1,2,49,3,42,97,7
E09000019,Islington,E01002794,1292,919,67,11,51,14,4,65,5,53,92,11
E09000019,Islington,E01002795,1105,677,107,34,67,5,6,72,3,48,77,9
E09000019,Islington,E01002796,578,337,49,16,40,6,6,35,6,34,44,5
E09000019,Islington,E01002797,955,550,70,24,95,4,4,59,4,44,91,10
E09000019,Islington,E01002798,1160,771,63,32,57,10,2,58,1,68,91,7
E09000019,Islington,E01002799,904,420,90,20,119,8,6,72,0,60,100,9
E09000019,Islington,E01002800,911,475,55,37,108,4,3,66,2,61,94,6
E09000019,Islington,E01002801,911,634,59,10,35,4,0,35,2,42,84,6
E09000019,Islington,E01002802,1031,648,59,6,68,10,3,64,2,61,97,13
E09000019,Islington,E01002804,749,372,72,20,106,5,7,71,1,37,42,16
E09000019,Islington,E01002805,954,569,131,25,52,7,8,51,2,49,57,3
E09000019,Islington,E01002806,931,554,99,27,52,4,3,75,3,63,45,6
E09000019,Islington,E01002807,826,388,81,19,116,4,8,74,4,42,87,3
E09000019,Islington,E01002808,1072,591,118,25,71,7,8,79,1,80,83,9
E09000019,Islington,E01002809,935,491,115,35,64,2,4,60,3,60,95,6
E09000019,Islington,E01002810,925,459,108,28,100,1,7,73,5,52,77,15
E09000019,Islington,E01002811,853,420,102,32,89,11,0,100,6,34,47,12
E09000019,Islington,E01033486,508,246,57,16,50,7,0,31,4,29,60,8
E09000019,Islington,E01033487,889,583,123,16,29,3,1,39,1,38,55,1
E09000019,Islington,E01033488,834,393,127,24,82,4,1,73,6,52,66,6
E09000019,Islington,E01033489,871,603,46,16,30,9,6,25,1,33,92,10
E09000019,Islington,E01033490,659,377,63,18,42,7,1,37,1,22,84,7
E09000019,Islington,E01033491,1194,682,162,26,88,4,1,41,9,75,93,13
E09000019,Islington,E01033493,1028,769,103,19,21,9,3,31,0,47,21,5
E09000019,Islington,E01033494,888,581,94,19,16,4,2,58,4,61,44,5
E09000019,Islington,E01035651,922,481,115,22,88,6,5,69,6,60,65,5
E09000019,Islington,E01035652,846,507,107,16,60,7,4,45,3,41,48,8
E09000019,Islington,E01035653,1083,735,132,31,30,7,5,24,1,58,55,5
E09000019,Islington,E01035654,598,344,74,16,37,2,1,37,3,33,43,8
E09000019,Islington,E01035655,893,497,70,27,57,5,3,83,1,40,105,5
E09000019,Islington,E01035656,865,566,41,11,42,6,7,39,4,58,85,6
E09000020,Kensington and Chelsea,E01002812,751,493,64,17,17,10,5,37,13,18,66,11
E09000020,Kensington and Chelsea,E01002813,809,554,65,2,22,12,11,37,16,29,56,5
E09000020,Kensington and Chelsea,E01002814,929,495,92,20,76,14,12,94,9,19,86,12
E09000020,Kensington and Chelsea,E01002815,598,385,68,8,21,3,2,33,1,13,53,11
E09000020,Kensington and Chelsea,E01002816,540,370,49,5,23,8,3,15,1,17,44,5
E09000020,Kensington and Chelsea,E01002817,647,416,49,30,13,9,3,38,4,20,53,12
E09000020,Kensington and Chelsea,E01002818,635,409,47,4,14,19,1,32,3,16,81,9
E09000020,Kensington and Chelsea,E01002819,530,324,50,4,8,15,11,33,5,20,52,8
E09000020,Kensington and Chelsea,E01002821,551,370,39,5,10,17,2,27,4,8,61,8
E09000020,Kensington and Chelsea,E01002823,506,249,50,10,46,5,3,47,2,11,78,5
E09000020,Kensington and Chelsea,E01002824,645,442,53,4,32,13,4,48,5,13,27,4
E09000020,Kensington and Chelsea,E01002825,769,497,60,21,17,18,4,49,12,21,59,11
E09000020,Kensington and Chelsea,E01002826,643,453,36,2,18,8,1,34,4,21,58,8
E09000020,Kensington and Chelsea,E01002827,940,647,88,4,28,20,5,42,7,36,58,5
E09000020,Kensington and Chelsea,E01002828,614,401,56,7,14,11,1,52,4,22,37,9
E09000020,Kensington and Chelsea,E01002829,732,409,52,28,56,5,8,78,1,18,68,9
E09000020,Kensington and Chelsea,E01002830,875,378,99,34,106,5,6,72,4,38,112,21
E09000020,Kensington and Chelsea,E01002831,857,379,117,25,86,10,9,80,1,35,96,19
E09000020,Kensington and Chelsea,E01002832,874,484,82,15,58,8,5,75,5,32,105,5
E09000020,Kensington and Chelsea,E01002833,720,473,73,5,29,14,8,40,4,27,42,5
E09000020,Kensington and Chelsea,E01002834,625,403,78,9,13,3,7,38,3,22,42,7
E09000020,Kensington and Chelsea,E01002835,721,477,91,3,12,8,3,30,0,23,61,13
E09000020,Kensington and Chelsea,E01002836,723,476,66,8,13,10,5,33,10,30,64,8
E09000020,Kensington and Chelsea,E01002837,568,378,63,1,7,9,2,31,5,23,43,6
E09000020,Kensington and Chelsea,E01002839,788,500,101,15,26,3,1,35,1,17,79,10
E09000020,Kensington and Chelsea,E01002840,402,180,34,11,41,4,3,44,2,12,64,7
E09000020,Kensington and Chelsea,E01002841,640,367,41,8,39,6,8,57,3,36,67,8
E09000020,Kensington and Chelsea,E01002842,338,99,25,9,81,3,2,43,1,16,51,8
E09000020,Kensington and Chelsea,E01002843,486,189,24,14,83,10,5,62,5,21,70,3
E09000020,Kensington and Chelsea,E01002844,560,365,46,5,20,10,7,32,3,18,50,4
E09000020,Kensington and Chelsea,E01002845,531,342,35,5,23,7,3,44,1,17,51,3
E09000020,Kensington and Chelsea,E01002846,658,383,96,23,24,5,7,34,0,21,55,10
E09000020,Kensington and Chelsea,E01002847,792,506,125,13,20,12,5,36,0,25,46,4
E09000020,Kensington and Chelsea,E01002848,718,433,87,21,32,4,3,30,2,36,63,7
E09000020,Kensington and Chelsea,E01002849,771,487,86,10,11,13,16,45,3,23,68,9
E09000020,Kensington and Chelsea,E01002850,725,415,120,11,27,7,2,42,3,13,76,9
E09000020,Kensington and Chelsea,E01002851,583,294,100,14,31,3,2,38,1,18,70,12
E09000020,Kensington and Chelsea,E01002852,882,367,96,18,122,9,18,82,7,31,114,18
E09000020,Kensington and Chelsea,E01002853,655,270,74,17,58,4,7,71,6,58,84,6
E09000020,Kensington and Chelsea,E01002854,482,146,84,30,57,5,1,70,5,15,55,14
E09000020,Kensington and Chelsea,E01002855,676,270,55,28,91,7,9,74,3,34,83,22
E09000020,Kensington and Chelsea,E01002856,703,339,96,15,63,7,1,55,5,29,83,10
E09000020,Kensington and Chelsea,E01002857,652,143,58,22,124,5,3,122,1,51,101,22
E09000020,Kensington and Chelsea,E01002858,636,275,86,6,81,14,15,58,2,16,81,2
E09000020,Kensington and Chelsea,E01002859,677,418,56,10,21,19,4,33,6,16,84,10
E09000020,Kensington and Chelsea,E01002860,564,370,44,7,7,15,6,28,2,12,68,5
E09000020,Kensington and Chelsea,E01002861,591,403,33,5,15,10,4,26,3,11,71,10
E09000020,Kensington and Chelsea,E01002862,488,252,51,11,34,3,1,31,3,16,76,10
E09000020,Kensington and Chelsea,E01002863,561,348,31,6,22,11,4,26,6,24,62,21
E09000020,Kensington and Chelsea,E01002864,617,393,46,7,17,9,7,55,5,8,61,9
E09000020,Kensington and Chelsea,E01002865,668,469,35,4,15,24,5,43,8,18,33,14
E09000020,Kensington and Chelsea,E01002866,916,532,83,18,64,10,6,63,3,35,87,15
E09000020,Kensington and Chelsea,E01002867,867,518,73,16,51,8,7,73,2,24,85,10
E09000020,Kensington and Chelsea,E01002868,618,438,37,3,9,11,6,44,3,19,40,8
E09000020,Kensington and Chelsea,E01002869,810,492,82,6,45,20,6,67,4,19,65,4
E09000020,Kensington and Chelsea,E01002870,678,269,90,13,77,4,8,95,3,25,86,8
E09000020,Kensington and Chelsea,E01002871,754,522,72,3,10,12,0,46,5,35,38,11
E09000020,Kensington and Chelsea,E01002872,536,205,75,19,60,3,2,53,7,30,72,10
E09000020,Kensington and Chelsea,E01002873,697,418,70,10,51,12,0,51,2,25,53,5
E09000020,Kensington and Chelsea,E01002874,625,379,53,6,29,6,7,40,4,32,65,4
E09000020,Kensington and Chelsea,E01002875,646,426,51,3,17,16,5,40,6,28,48,6
E09000020,Kensington and Chelsea,E01002876,806,442,76,22,55,9,5,79,8,47,56,7
E09000020,Kensington and Chelsea,E01002877,930,357,112,34,130,6,7,135,9,24,94,22
E09000020,Kensington and Chelsea,E01002878,743,404,77,12,47,4,5,77,6,30,75,6
E09000020,Kensington and Chelsea,E01002879,728,274,68,27,106,2,2,84,1,15,134,15
E09000020,Kensington and Chelsea,E01002880,419,116,53,19,62,6,2,87,5,9,49,11
E09000020,Kensington and Chelsea,E01002881,570,180,81,22,58,6,10,93,5,32,76,7
E09000020,Kensington and Chelsea,E01002882,508,320,43,7,25,7,0,34,3,20,43,6
E09000020,Kensington and Chelsea,E01002883,742,467,77,11,32,9,2,32,3,42,58,9
E09000020,Kensington and Chelsea,E01002884,731,439,112,10,29,8,12,25,8,26,57,5
E09000020,Kensington and Chelsea,E01002885,851,533,105,8,44,3,4,37,7,30,67,13
E09000020,Kensington and Chelsea,E01002886,689,456,61,5,30,15,5,34,7,19,47,10
E09000020,Kensington and Chelsea,E01002887,586,393,65,5,18,16,2,26,3,12,41,5
E09000020,Kensington and Chelsea,E01002888,748,481,80,6,17,13,5,37,4,27,64,14
E09000020,Kensington and Chelsea,E01002889,667,439,40,14,18,6,18,55,10,15,46,6
E09000020,Kensington and Chelsea,E01002890,583,384,45,4,17,16,8,37,3,19,45,5
E09000020,Kensington and Chelsea,E01002891,581,366,46,5,15,15,2,42,6,19,58,7
E09000020,Kensington and Chelsea,E01002892,633,417,57,3,15,11,3,32,4,19,63,9
E09000020,Kensington and Chelsea,E01002893,874,516,94,10,38,8,7,37,5,28,116,15
E09000020,Kensington and Chelsea,E01002894,700,475,77,13,18,5,4,26,7,22,44,9
E09000020,Kensington and Chelsea,E01002896,893,605,74,11,25,10,10,43,2,43,62,8
E09000020,Kensington and Chelsea,E01002897,862,541,69,11,35,7,7,60,11,26,77,18
E09000020,Kensington and Chelsea,E01002898,736,495,51,17,13,12,18,48,3,22,45,12
E09000020,Kensington and Chelsea,E01002899,553,319,36,8,38,6,0,37,6,21,70,12
E09000020,Kensington and Chelsea,E01002900,1024,642,55,1,63,25,3,83,4,54,87,7
E09000020,Kensington and Chelsea,E01002901,424,269,32,3,8,5,3,28,3,13,42,18
E09000020,Kensington and Chelsea,E01002902,643,380,66,6,21,16,4,42,9,15,77,7
E09000020,Kensington and Chelsea,E01002903,629,440,36,9,23,15,2,40,3,16,38,7
E09000020,Kensington and Chelsea,E01002904,465,123,36,17,76,5,6,94,11,22,69,6
E09000020,Kensington and Chelsea,E01002905,652,233,76,15,78,14,9,123,13,18,62,11
E09000020,Kensington and Chelsea,E01002906,780,320,62,15,109,7,7,100,7,38,102,13
E09000020,Kensington and Chelsea,E01002907,411,114,30,12,82,6,4,83,10,11,55,4
E09000020,Kensington and Chelsea,E01002908,699,337,80,15,61,3,12,89,11,28,58,5
E09000020,Kensington and Chelsea,E01002909,1189,615,110,33,85,16,7,121,17,40,123,22
E09000020,Kensington and Chelsea,E01002910,635,414,46,6,21,10,6,33,4,26,57,12
E09000020,Kensington and Chelsea,E01002911,685,441,50,7,17,15,7,47,12,14,65,10
E09000020,Kensington and Chelsea,E01002912,814,436,56,9,55,9,11,42,2,17,169,8
E09000020,Kensington and Chelsea,E01002913,868,544,61,11,57,6,12,65,5,17,83,7
E09000020,Kensington and Chelsea,E01002914,553,349,31,4,24,18,5,41,9,6,54,12
E09000020,Kensington and Chelsea,E01035713,1026,680,90,12,24,26,2,53,4,29,94,12
E09000020,Kensington and Chelsea,E01035714,1001,665,88,5,32,15,7,63,3,32,84,7
E09000021,Kingston upon Thames,E01002915,631,231,9,33,31,2,8,260,13,11,24,9
E09000021,Kingston upon Thames,E01002916,675,314,18,41,30,1,9,200,11,19,26,6
E09000021,Kingston upon Thames,E01002917,695,315,10,24,30,2,5,235,13,28,28,5
E09000021,Kingston upon Thames,E01002918,947,248,14,66,86,4,8,404,26,22,58,11
E09000021,Kingston upon Thames,E01002919,980,267,17,60,160,4,10,331,36,18,63,14
E09000021,Kingston upon Thames,E01002920,794,421,9,33,27,3,6,210,15,32,30,8
E09000021,Kingston upon Thames,E01002921,1074,503,33,109,93,1,8,182,16,39,72,18
E09000021,Kingston upon Thames,E01002922,830,506,6,36,34,2,2,166,9,27,34,8
E09000021,Kingston upon Thames,E01002923,775,277,16,67,91,4,7,173,15,19,95,11
E09000021,Kingston upon Thames,E01002924,719,451,9,26,18,0,4,132,11,21,42,5
E09000021,Kingston upon Thames,E01002925,1004,532,9,68,51,3,6,204,15,35,76,5
E09000021,Kingston upon Thames,E01002926,816,437,3,56,45,0,6,185,15,29,34,6
E09000021,Kingston upon Thames,E01002927,810,376,21,33,58,1,11,219,16,29,42,4
E09000021,Kingston upon Thames,E01002928,922,379,26,60,96,0,10,209,13,23,92,14
E09000021,Kingston upon Thames,E01002929,803,478,23,53,19,3,5,135,8,26,44,9
E09000021,Kingston upon Thames,E01002930,1050,481,33,98,88,3,14,200,14,34,69,16
E09000021,Kingston upon Thames,E01002931,973,542,23,68,54,0,1,189,9,16,64,7
E09000021,Kingston upon Thames,E01002932,839,244,18,32,113,9,9,278,24,31,71,10
E09000021,Kingston upon Thames,E01002933,970,509,14,53,65,1,3,172,15,37,94,7
E09000021,Kingston upon Thames,E01002934,953,554,13,63,19,0,7,155,6,58,73,5
E09000021,Kingston upon Thames,E01002935,1050,493,15,71,75,1,12,162,11,49,146,15
E09000021,Kingston upon Thames,E01002937,953,605,10,48,32,1,9,120,9,32,75,12
E09000021,Kingston upon Thames,E01002938,999,605,14,42,42,0,7,164,13,39,68,5
E09000021,Kingston upon Thames,E01002939,836,255,7,40,72,1,18,321,15,20,78,9
E09000021,Kingston upon Thames,E01002940,802,236,9,44,68,2,7,331,32,15,48,10
E09000021,Kingston upon Thames,E01002941,841,288,9,43,44,4,12,340,27,15,51,8
E09000021,Kingston upon Thames,E01002942,685,232,7,31,39,1,9,283,11,15,51,6
E09000021,Kingston upon Thames,E01002943,757,218,7,20,54,3,7,329,40,14,56,9
E09000021,Kingston upon Thames,E01002944,697,223,9,34,51,5,8,283,23,17,42,2
E09000021,Kingston upon Thames,E01002945,897,299,7,56,61,1,12,374,17,19,42,9
E09000021,Kingston upon Thames,E01002946,821,306,16,40,41,0,5,341,16,14,35,7
E09000021,Kingston upon Thames,E01002947,882,284,6,38,42,0,10,403,24,13,57,5
E09000021,Kingston upon Thames,E01002948,1145,375,7,45,75,2,13,488,35,23,67,15
E09000021,Kingston upon Thames,E01002949,958,318,14,43,57,7,8,408,30,20,44,9
E09000021,Kingston upon Thames,E01002950,834,256,4,41,50,2,5,361,24,18,63,10
E09000021,Kingston upon Thames,E01002951,740,428,11,22,35,2,8,116,5,23,81,9
E09000021,Kingston upon Thames,E01002952,561,373,16,17,10,0,5,109,4,5,17,5
