local authority code,local authority name,LSOA code,All usual residents aged 16+ in work,Work mainly at or from home,Underground; metro; light rail; tram,Train,Bus; minibus or coach,Taxi,Motorcycle; scooter or moped,Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work
E09000007,Camden,E01000930,859,356,92,51,128,6,5,75,6,27,97,16
E09000007,Camden,E01000931,950,370,152,48,135,6,13,77,2,32,96,19
E09000007,Camden,E01000932,1088,671,136,36,60,10,5,62,4,23,73,8
E09000007,Camden,E01000933,952,548,117,24,75,2,7,74,4,31,61,9
E09000007,Camden,E01000934,650,278,76,26,67,5,7,67,4,36,78,6
E09000007,Camden,E01000935,707,261,79,27,119,6,7,81,6,34,79,8
E09000007,Camden,E01000937,363,190,30,14,23,0,3,17,2,17,64,3
E09000007,Camden,E01000938,601,282,74,21,55,3,6,41,4,33,77,5
E09000007,Camden,E01000939,515,171,57,31,61,4,10,48,1,27,91,14
E09000007,Camden,E01000941,440,155,40,16,48,3,6,42,1,16,100,13
E09000007,Camden,E01000942,437,230,55,13,20,1,3,23,4,19,65,4
E09000007,Camden,E01000943,455,242,52,12,39,0,3,9,3,22,61,12
E09000007,Camden,E01000944,545,212,60,20,67,4,7,49,0,22,90,14
E09000007,Camden,E01000946,766,383,48,19,71,11,3,45,7,35,140,4
E09000007,Camden,E01000947,836,448,92,33,68,6,7,47,3,37,83,12
E09000007,Camden,E01000948,756,429,63,9,61,5,7,50,3,34,88,7
E09000007,Camden,E01000949,758,262,116,18,94,3,6,69,5,46,132,7
E09000007,Camden,E01000951,541,163,76,21,51,0,13,60,4,15,124,14
E09000007,Camden,E01000952,674,253,64,24,71,5,4,73,7,30,130,13
E09000007,Camden,E01000954,548,159,54,29,104,2,6,65,4,20,101,4
E09000007,Camden,E01000955,481,146,51,21,78,2,2,48,3,38,83,9
E09000007,Camden,E01000956,567,237,53,19,59,4,5,35,5,27,116,7
E09000007,Camden,E01000957,706,388,61,27,56,7,2,45,2,35,71,12
E09000007,Camden,E01000958,1101,541,95,39,110,11,5,96,6,57,134,7
E09000007,Camden,E01000959,618,229,66,15,102,0,5,63,4,29,93,12
E09000007,Camden,E01000960,1028,686,136,20,45,2,4,36,3,25,64,7
E09000007,Camden,E01000961,797,398,111,26,76,9,0,70,6,13,77,11
E09000007,Camden,E01000962,1004,718,108,12,17,7,0,46,6,37,44,9
E09000007,Camden,E01000963,860,591,92,11,28,10,1,38,5,19,50,15
E09000007,Camden,E01000964,924,572,129,25,33,5,0,68,6,30,49,7
E09000007,Camden,E01000965,975,636,98,28,42,8,4,69,5,25,48,12
E09000007,Camden,E01000966,1008,728,109,12,15,11,1,53,7,20,49,3
E09000007,Camden,E01000967,706,443,68,3,22,10,1,61,6,23,61,8
E09000007,Camden,E01000968,926,638,121,18,24,2,4,48,4,17,45,5
E09000007,Camden,E01000969,1190,837,139,26,24,6,10,46,2,33,62,5
E09000007,Camden,E01000970,976,680,113,40,18,3,0,52,1,21,45,3
E09000007,Camden,E01000971,745,507,83,22,18,3,7,42,1,21,31,10
E09000007,Camden,E01000972,971,472,177,49,69,6,8,73,3,22,82,10
E09000007,Camden,E01000973,1462,921,210,57,57,4,3,83,10,40,70,7
E09000007,Camden,E01000974,841,452,137,39,37,3,2,76,3,32,52,8
E09000007,Camden,E01035707,1415,871,92,22,80,13,5,87,4,108,118,15
E09000007,Camden,E01035708,737,439,63,13,45,8,1,31,3,41,86,7
E09000007,Camden,E01035709,590,177,58,20,89,3,1,57,3,28,143,11
E09000007,Camden,E01035710,843,313,104,37,100,9,7,91,4,22,137,19
E09000007,Camden,E01035711,765,433,73,24,33,2,3,35,4,19,127,12
E09000007,Camden,E01035712,839,418,75,29,56,9,4,63,4,33,144,4
E09000008,Croydon,E01000975,1365,624,74,191,101,6,10,228,19,13,83,16
E09000008,Croydon,E01000976,1131,424,71,160,101,6,4,226,13,25,83,18
E09000008,Croydon,E01000977,935,338,91,96,95,2,9,193,12,13,72,14
E09000008,Croydon,E01000978,942,396,67,134,108,1,9,170,9,6,29,13
E09000008,Croydon,E01000979,1018,472,60,124,104,2,4,155,22,10,57,8
E09000008,Croydon,E01000980,710,276,25,50,82,3,8,187,15,15,31,18
E09000008,Croydon,E01000981,917,359,51,75,78,5,6,257,18,9,51,8
E09000008,Croydon,E01000982,898,385,36,85,100,4,6,195,18,15,49,5
E09000008,Croydon,E01000983,1053,452,63,106,105,3,10,232,16,11,52,3
E09000008,Croydon,E01000984,885,344,55,98,87,8,5,184,14,16,64,10
E09000008,Croydon,E01000985,686,313,18,39,49,0,3,205,13,8,31,7
E09000008,Croydon,E01000986,858,406,42,74,45,4,5,225,9,11,30,7
E09000008,Croydon,E01000987,730,331,33,59,31,1,2,214,17,6,22,14
E09000008,Croydon,E01000989,896,329,26,66,48,3,7,356,29,2,25,5
E09000008,Croydon,E01000990,584,151,47,51,71,1,1,200,10,8,34,10
E09000008,Croydon,E01000991,821,333,27,44,30,3,7,318,16,9,28,6
E09000008,Croydon,E01000992,904,300,62,64,98,4,10,274,22,4,51,15
E09000008,Croydon,E01000993,818,337,51,59,57,1,4,214,18,11,57,9
E09000008,Croydon,E01000994,760,241,33,44,88,1,49,207,17,27,40,13
E09000008,Croydon,E01000995,788,227,59,55,152,9,17,192,13,11,41,12
E09000008,Croydon,E01000996,639,209,36,48,81,3,11,196,10,12,26,7
E09000008,Croydon,E01000997,656,162,30,98,112,9,8,175,15,9,32,6
E09000008,Croydon,E01000998,717,197,47,95,124,7,10,148,6,11,39,33
E09000008,Croydon,E01000999,599,172,23,41,111,1,2,167,10,15,46,11
E09000008,Croydon,E01001000,650,156,29,91,96,7,6,163,11,15,56,20
E09000008,Croydon,E01001001,658,155,27,99,116,3,5,170,11,6,46,20
E09000008,Croydon,E01001002,681,170,35,64,115,2,7,194,10,12,67,5
E09000008,Croydon,E01001003,761,172,48,70,134,3,12,208,20,9,70,15
E09000008,Croydon,E01001004,1054,285,32,111,151,9,11,311,12,19,97,16
E09000008,Croydon,E01001005,831,161,46,52,177,6,5,215,16,14,116,23
E09000008,Croydon,E01001006,854,260,90,54,82,5,7,261,11,10,62,12
E09000008,Croydon,E01001007,938,209,103,40,134,2,7,314,36,10,63,20
E09000008,Croydon,E01001008,699,114,48,30,120,8,6,256,16,9,86,6
E09000008,Croydon,E01001009,966,238,61,55,164,8,7,263,20,19,112,19
E09000008,Croydon,E01001010,750,177,48,59,85,6,5,231,22,3,97,17
E09000008,Croydon,E01001011,989,195,76,91,239,5,8,188,16,17,139,15
E09000008,Croydon,E01001012,961,219,56,144,184,4,11,189,15,16,108,15
E09000008,Croydon,E01001013,783,168,52,75,150,4,7,174,17,13,105,18
E09000008,Croydon,E01001015,653,269,8,56,39,3,2,217,18,1,38,2
E09000008,Croydon,E01001016,812,372,10,58,29,2,2,275,19,5,31,9
E09000008,Croydon,E01001017,826,426,2,58,19,2,0,278,13,7,14,7
E09000008,Croydon,E01001018,824,308,5,56,32,2,7,357,15,3,30,9
E09000008,Croydon,E01001019,678,355,4,40,13,0,2,219,12,8,21,4
E09000008,Croydon,E01001020,776,334,8,36,31,2,5,304,13,6,30,7
E09000008,Croydon,E01001021,554,117,9,39,69,1,1,257,18,3,29,11
E09000008,Croydon,E01001022,680,276,6,39,15,2,9,290,12,5,22,4
E09000008,Croydon,E01001023,1352,657,16,114,89,7,8,361,18,6,65,11
E09000008,Croydon,E01001024,669,315,6,55,25,3,2,205,15,6,34,3
E09000008,Croydon,E01001025,704,286,12,56,17,6,5,273,11,8,22,8
E09000008,Croydon,E01001026,913,343,11,63,31,3,7,383,25,4,36,7
E09000008,Croydon,E01001027,1545,830,11,123,35,8,4,451,18,7,43,15
E09000008,Croydon,E01001028,784,418,8,51,18,1,3,246,14,1,20,4
E09000008,Croydon,E01001029,796,395,12,71,55,4,5,208,12,3,28,3
E09000008,Croydon,E01001030,732,394,9,50,30,0,2,205,10,4,20,8
E09000008,Croydon,E01001031,757,378,6,47,24,3,0,241,15,3,34,6
E09000008,Croydon,E01001032,725,416,15,50,15,5,0,185,10,5,12,12
E09000008,Croydon,E01001033,949,393,32,101,84,7,3,234,21,18,50,6
E09000008,Croydon,E01001034,909,421,19,106,81,1,6,215,12,3,37,8
E09000008,Croydon,E01001035,1023,460,40,105,110,2,1,204,17,1,71,12
E09000008,Croydon,E01001036,778,449,33,60,42,4,6,148,4,2,24,6
E09000008,Croydon,E01001037,848,371,25,81,100,3,6,175,17,13,54,3
E09000008,Croydon,E01001038,1118,490,33,137,98,6,3,250,25,14,54,8
E09000008,Croydon,E01001039,804,441,9,62,41,0,3,191,10,10,32,5
E09000008,Croydon,E01001040,948,433,14,92,99,2,4,220,14,14,46,10
E09000008,Croydon,E01001041,910,343,29,97,139,2,3,196,13,10,67,11
E09000008,Croydon,E01001042,1156,411,72,123,129,6,13,217,21,18,126,20
E09000008,Croydon,E01001044,982,537,30,87,75,1,4,177,10,13,39,9
E09000008,Croydon,E01001046,975,508,61,116,52,1,11,132,16,9,56,13
E09000008,Croydon,E01001047,966,424,29,128,97,5,17,169,6,19,59,13
E09000008,Croydon,E01001049,714,342,27,49,31,1,0,207,13,7,28,9
E09000008,Croydon,E01001050,805,380,50,90,80,0,6,139,9,7,37,7
E09000008,Croydon,E01001051,603,88,35,36,137,5,7,249,18,0,25,3
E09000008,Croydon,E01001052,544,91,23,22,147,4,4,211,14,2,16,10
E09000008,Croydon,E01001053,699,143,43,37,96,0,7,295,29,4,35,10
E09000008,Croydon,E01001054,745,124,64,54,122,5,5,303,28,0,31,9
E09000008,Croydon,E01001055,663,73,45,54,90,5,7,325,28,1,24,11
E09000008,Croydon,E01001056,680,124,63,43,123,5,1,253,20,5,28,15
E09000008,Croydon,E01001057,636,78,85,40,128,1,3,253,17,1,19,11
E09000008,Croydon,E01001058,690,235,17,38,60,0,6,279,18,5,24,8
E09000008,Croydon,E01001059,720,229,7,53,67,6,4,315,8,5,19,7
E09000008,Croydon,E01001060,799,238,22,47,83,1,8,354,21,2,15,8
E09000008,Croydon,E01001061,849,244,22,54,91,3,4,352,17,9,41,12
E09000008,Croydon,E01001062,661,281,17,39,40,0,7,218,19,2,27,11
E09000008,Croydon,E01001063,796,350,14,51,66,4,8,254,8,7,28,6
E09000008,Croydon,E01001064,779,364,29,42,28,0,1,266,19,3,15,12
E09000008,Croydon,E01001065,703,246,27,39,44,4,5,272,22,4,26,14
E09000008,Croydon,E01001066,597,135,23,44,97,4,2,234,13,6,27,12
E09000008,Croydon,E01001067,789,429,4,58,11,2,3,255,8,6,9,4
E09000008,Croydon,E01001068,945,451,10,93,44,3,3,288,10,4,29,10
E09000008,Croydon,E01001069,714,364,7,46,23,0,3,225,21,7,13,5
E09000008,Croydon,E01001070,801,337,16,58,54,4,4,290,16,5,10,7
E09000008,Croydon,E01001071,1012,461,15,75,38,4,8,337,25,5,30,14
E09000008,Croydon,E01001072,668,380,5,32,4,0,6,216,9,2,12,2
E09000008,Croydon,E01001073,714,348,8,97,52,1,2,157,13,5,20,11
E09000008,Croydon,E01001074,955,434,8,74,67,5,4,293,20,8,31,11
E09000008,Croydon,E01001075,880,413,9,69,38,1,2,281,21,4,24,18
E09000008,Croydon,E01001076,672,155,32,41,71,5,8,287,21,3,41,8
E09000008,Croydon,E01001077,662,174,45,25,66,1,2,301,23,1,13,11
E09000008,Croydon,E01001078,634,137,86,29,62,1,6,267,19,0,17,10
E09000008,Croydon,E01001079,719,146,49,36,82,1,2,322,35,7,33,6
E09000008,Croydon,E01001080,521,81,46,31,69,2,4,214,23,4,34,13
E09000008,Croydon,E01001081,637,149,31,27,73,1,5,278,23,1,38,11
E09000008,Croydon,E01001082,737,162,49,30,72,3,6,341,25,1,39,9
E09000008,Croydon,E01001083,755,302,38,58,58,5,6,214,14,14,32,14
E09000008,Croydon,E01001084,909,408,44,49,72,6,9,238,20,26,27,10
E09000008,Croydon,E01001085,866,269,45,148,97,2,13,201,15,19,43,14
E09000008,Croydon,E01001086,860,305,44,83,91,6,3,237,17,20,43,11
E09000008,Croydon,E01001087,1365,403,107,159,211,8,32,307,24,30,60,24
E09000008,Croydon,E01001088,836,274,52,95,102,3,8,210,17,23,34,18
E09000008,Croydon,E01001089,854,238,81,100,119,4,20,206,14,17,39,16
E09000008,Croydon,E01001090,1133,350,67,145,166,5,21,272,23,18,48,18
E09000008,Croydon,E01001091,775,302,27,66,71,3,13,214,21,13,33,12
E09000008,Croydon,E01001092,841,462,8,68,30,3,2,215,19,6,21,7
E09000008,Croydon,E01001093,908,396,21,62,96,5,9,247,29,4,34,5
E09000008,Croydon,E01001094,789,412,9,39,22,2,2,249,21,5,16,12
E09000008,Croydon,E01001095,770,312,27,76,73,4,1,219,13,4,37,4
E09000008,Croydon,E01001096,706,419,7,52,11,3,3,171,15,4,15,6
E09000008,Croydon,E01001097,1169,538,28,151,112,6,5,236,13,13,56,11
E09000008,Croydon,E01001098,727,422,9,63,11,0,2,191,9,2,16,2
E09000008,Croydon,E01001099,770,357,10,77,38,2,4,238,20,2,19,3
E09000008,Croydon,E01001100,819,391,12,76,30,2,2,228,19,4,45,10
E09000008,Croydon,E01001101,724,378,4,53,12,1,1,239,16,3,11,6
E09000008,Croydon,E01001102,625,318,2,29,20,3,0,202,16,4,19,12
E09000008,Croydon,E01001103,697,325,7,31,29,4,4,263,6,1,21,6
E09000008,Croydon,E01001104,829,425,7,56,24,2,3,271,14,3,19,5
E09000008,Croydon,E01001105,861,303,10,49,58,3,4,383,21,3,19,8
E09000008,Croydon,E01001106,747,259,7,27,53,2,4,319,21,13,36,6
E09000008,Croydon,E01001107,737,432,7,61,17,0,6,182,9,1,11,11
E09000008,Croydon,E01001108,838,469,10,54,13,4,4,239,23,1,12,9
E09000008,Croydon,E01001109,1048,322,52,138,136,9,7,264,13,17,80,10
E09000008,Croydon,E01001110,1000,319,52,135,157,1,10,186,24,20,88,8
E09000008,Croydon,E01001111,914,291,52,105,145,16,6,178,17,40,51,13
E09000008,Croydon,E01001112,969,360,49,133,121,3,10,210,12,17,41,13
E09000008,Croydon,E01001113,1054,366,70,138,123,1,14,239,23,21,48,11
E09000008,Croydon,E01001114,700,151,31,66,131,7,8,212,7,13,63,11
E09000008,Croydon,E01001115,726,193,40,57,111,8,5,197,14,12,73,16
E09000008,Croydon,E01001116,699,222,34,87,123,9,9,141,12,11,43,8
E09000008,Croydon,E01001118,907,223,55,92,164,6,8,225,16,10,85,23
E09000008,Croydon,E01001119,676,255,3,38,33,1,6,305,12,2,15,6
E09000008,Croydon,E01001120,648,224,6,36,36,5,6,275,13,7,28,12
E09000008,Croydon,E01001121,595,257,8,30,16,3,1,235,21,6,13,5
E09000008,Croydon,E01001122,668,322,14,38,38,1,3,186,19,9,28,10
E09000008,Croydon,E01001123,802,346,20,43,43,6,3,298,13,3,17,10
E09000008,Croydon,E01001124,681,327,10,39,23,1,2,238,6,9,20,6
E09000008,Croydon,E01001125,748,317,11,39,58,4,1,252,19,4,32,11
E09000008,Croydon,E01001126,704,265,6,29,41,1,4,304,18,4,25,7
E09000008,Croydon,E01001127,767,304,11,51,54,4,4,293,15,5,16,10
E09000008,Croydon,E01001128,637,155,14,55,119,3,6,236,11,2,26,10
E09000008,Croydon,E01001129,683,285,12,46,28,2,10,249,14,9,22,6
E09000008,Croydon,E01001130,601,126,20,28,160,2,3,219,9,5,22,7
E09000008,Croydon,E01001131,777,277,12,48,37,2,6,328,22,8,32,5
E09000008,Croydon,E01001132,759,313,12,53,37,4,4,285,23,9,14,5
E09000008,Croydon,E01001133,720,279,12,52,47,1,5,266,19,9,24,6
E09000008,Croydon,E01001134,812,321,15,64,47,5,3,295,17,8,28,9
E09000008,Croydon,E01001135,785,320,14,69,60,2,5,266,12,4,27,6
E09000008,Croydon,E01001136,1096,428,59,194,121,1,6,188,9,21,42,27
E09000008,Croydon,E01001137,1139,635,43,76,89,6,9,177,12,34,42,16
E09000008,Croydon,E01001138,810,438,42,79,43,0,7,117,6,21,50,7
E09000008,Croydon,E01001139,855,367,35,75,110,3,8,202,8,17,20,10
E09000008,Croydon,E01001140,926,420,50,96,94,2,9,177,6,28,36,8
E09000008,Croydon,E01001141,661,254,30,65,82,7,8,161,14,17,19,4
E09000008,Croydon,E01001142,946,409,25,98,88,5,9,223,12,15,49,13
E09000008,Croydon,E01001143,942,329,53,142,128,5,4,197,14,18,43,9
E09000008,Croydon,E01001144,914,375,45,123,110,8,4,166,12,12,42,17
E09000008,Croydon,E01001145,764,221,43,108,148,4,0,173,11,9,32,15
E09000008,Croydon,E01001146,750,243,37,83,81,10,7,206,10,20,44,9
E09000008,Croydon,E01001147,827,237,46,71,141,3,5,237,16,13,41,17
E09000008,Croydon,E01001148,859,276,55,71,143,8,5,222,14,20,38,7
E09000008,Croydon,E01001149,790,293,32,91,106,3,7,187,11,17,36,7
E09000008,Croydon,E01001150,915,393,39,92,89,10,9,206,17,16,37,7
E09000008,Croydon,E01001151,773,184,39,80,164,7,9,222,6,10,40,12
E09000008,Croydon,E01001152,1029,222,78,145,223,7,8,247,11,12,44,32
E09000008,Croydon,E01001153,823,278,42,112,122,8,7,190,12,9,32,11
E09000008,Croydon,E01001154,983,244,65,127,185,16,8,252,8,20,45,13
E09000008,Croydon,E01001155,683,185,18,91,144,8,7,135,8,4,58,25
E09000008,Croydon,E01001156,900,405,36,55,108,4,11,197,8,32,33,11
E09000008,Croydon,E01001157,827,286,28,64,99,6,14,255,19,19,25,12
E09000008,Croydon,E01001158,786,299,35,55,96,6,11,214,15,16,28,11
E09000008,Croydon,E01001159,933,396,38,53,106,7,16,242,12,17,28,18
E09000008,Croydon,E01001160,898,300,42,46,98,1,8,326,24,11,30,12
E09000008,Croydon,E01001161,760,187,40,75,119,9,13,239,19,12,32,15
E09000008,Croydon,E01001162,940,379,35,72,146,3,6,210,12,27,37,13
E09000008,Croydon,E01001163,1026,474,43,48,115,5,4,254,15,25,29,14
E09000008,Croydon,E01001164,1217,657,51,123,82,5,13,178,10,40,48,10
E09000008,Croydon,E01001165,1028,369,90,87,101,2,10,251,10,16,75,17
E09000008,Croydon,E01001166,859,243,49,82,99,6,7,216,15,17,109,16
E09000008,Croydon,E01001167,1160,374,44,99,112,4,9,389,25,12,82,10
E09000008,Croydon,E01001168,1004,323,72,124,87,5,18,228,16,36,77,18
E09000008,Croydon,E01001169,800,242,20,55,92,6,1,268,15,11,75,15
E09000008,Croydon,E01001170,913,351,35,92,121,5,4,209,14,6,67,9
E09000008,Croydon,E01001171,743,280,22,75,68,5,8,202,17,9,48,9
E09000008,Croydon,E01001172,894,200,42,70,124,12,2,315,25,12,79,13
E09000008,Croydon,E01001173,1400,488,19,129,142,6,6,458,18,11,109,14
E09000008,Croydon,E01001174,740,195,34,52,124,5,8,221,16,14,62,9
E09000008,Croydon,E01001175,710,179,20,82,114,6,7,173,18,15,91,5
E09000008,Croydon,E01001176,804,190,50,66,121,4,9,235,24,24,67,14
E09000008,Croydon,E01001177,790,159,62,44,146,4,4,271,18,9,62,11
E09000008,Croydon,E01001178,634,134,24,49,123,3,16,156,19,12,82,16
E09000008,Croydon,E01001179,738,176,41,46,132,3,5,240,15,12,57,11
E09000008,Croydon,E01001180,910,183,65,53,184,3,6,267,27,14,94,14
E09000008,Croydon,E01001181,825,182,35,70,150,4,9,221,18,9,107,20
E09000008,Croydon,E01001182,655,164,32,35,120,4,6,203,13,26,36,16
E09000008,Croydon,E01001183,793,181,46,84,178,3,4,191,16,17,57,16
E09000008,Croydon,E01001184,652,198,28,48,90,4,4,195,16,10,44,15
E09000008,Croydon,E01001185,905,382,79,84,68,1,1,218,10,8,38,16
E09000008,Croydon,E01001186,827,269,54,96,109,6,8,204,12,16,44,9
E09000008,Croydon,E01001187,977,325,58,100,106,4,11,278,36,10,33,16
E09000008,Croydon,E01001188,927,366,57,125,92,14,6,182,10,15,52,8
E09000008,Croydon,E01001189,628,257,30,66,46,1,5,176,7,7,22,11
E09000008,Croydon,E01001190,820,358,60,81,50,1,8,198,11,16,31,6
E09000008,Croydon,E01001191,986,335,60,134,144,16,8,212,8,12,45,12
E09000008,Croydon,E01001192,837,317,44,111,119,3,6,176,9,16,24,12
E09000008,Croydon,E01001193,800,242,36,88,110,2,8,246,17,9,36,6
E09000008,Croydon,E01001194,878,387,52,97,66,4,2,211,12,17,18,12
E09000008,Croydon,E01032569,782,180,54,73,100,6,5,268,31,8,49,8
E09000008,Croydon,E01034139,846,194,45,72,149,9,9,216,17,13,109,13
E09000008,Croydon,E01034140,639,190,34,68,104,2,3,127,6,9,85,11
E09000008,Croydon,E01034141,796,366,42,88,99,1,11,91,4,16,65,13
E09000008,Croydon,E01034142,698,279,40,95,63,1,7,107,11,7,71,17
E09000008,Croydon,E01034143,839,370,66,128,97,1,7,84,14,8,56,8
E09000008,Croydon,E01034144,767,309,76,72,71,2,3,150,2,10,56,16
E09000008,Croydon,E01034145,607,161,76,75,105,3,0,100,7,8,63,9
E09000008,Croydon,E01034146,785,303,106,85,64,3,8,149,10,12,43,2
E09000008,Croydon,E01034147,851,539,31,124,56,5,4,35,2,6,43,6
E09000008,Croydon,E01034148,1078,610,51,187,78,2,5,86,5,7,37,10
E09000008,Croydon,E01034149,1214,571,50,181,100,3,5,167,8,13,95,21
E09000008,Croydon,E01034150,809,345,34,129,88,1,6,116,9,13,58,10
E09000008,Croydon,E01034151,772,388,45,118,59,0,1,89,6,10,51,5
E09000008,Croydon,E01034152,813,268,45,86,154,0,3,141,13,11,86,6
E09000009,Ealing,E01001195,819,336,130,29,45,4,14,173,9,21,48,10
E09000009,Ealing,E01001196,695,220,107,42,74,4,13,135,5,22,58,15
E09000009,Ealing,E01001197,844,377,134,29,47,2,11,136,15,39,43,11
E09000009,Ealing,E01001198,860,391,128,40,27,4,10,141,9,44,60,6
E09000009,Ealing,E01001199,869,347,123,31,85,2,2,149,11,46,52,21
E09000009,Ealing,E01001200,891,405,100,18,48,8,5,181,11,41,61,13
E09000009,Ealing,E01001201,905,428,102,38,50,8,12,115,7,74,64,7
E09000009,Ealing,E01001202,1212,471,162,43,158,11,15,167,6,59,98,22
E09000009,Ealing,E01001203,860,361,112,40,104,11,14,112,8,32,56,10
E09000009,Ealing,E01001204,773,411,49,23,32,2,3,161,13,23,47,9
E09000009,Ealing,E01001205,755,296,86,28,52,7,9,189,14,29,35,10
E09000009,Ealing,E01001206,581,141,54,32,101,5,6,162,10,19,45,6
E09000009,Ealing,E01001207,1042,531,144,39,41,3,19,162,8,22,63,10
E09000009,Ealing,E01001208,631,351,61,14,14,1,4,120,7,16,42,1
E09000009,Ealing,E01001209,853,483,76,10,25,0,6,145,6,27,65,10
E09000009,Ealing,E01001210,653,174,75,25,122,4,11,177,18,12,30,5
E09000009,Ealing,E01001211,875,436,102,17,54,10,6,139,12,26,63,10
E09000009,Ealing,E01001212,812,422,83,29,29,1,4,143,9,27,55,10
E09000009,Ealing,E01001213,819,132,25,43,184,3,7,294,20,9,90,12
E09000009,Ealing,E01001214,686,138,25,16,111,7,6,280,26,9,53,15
E09000009,Ealing,E01001215,771,148,39,31,198,2,4,213,23,9,93,11
E09000009,Ealing,E01001216,636,129,22,22,119,1,6,219,16,12,80,10
E09000009,Ealing,E01001217,657,191,41,22,55,3,5,272,23,12,22,11
E09000009,Ealing,E01001218,823,159,62,5,148,6,7,345,26,9,36,20
E09000009,Ealing,E01001219,797,142,46,25,172,7,1,294,29,16,52,13
E09000009,Ealing,E01001220,568,95,42,22,133,6,3,186,11,9,48,13
E09000009,Ealing,E01001223,747,410,87,17,41,3,6,97,11,22,33,20
E09000009,Ealing,E01001224,824,463,85,32,29,2,3,123,9,27,37,14
E09000009,Ealing,E01001225,951,529,123,22,54,8,2,122,13,24,49,5
E09000009,Ealing,E01001226,843,459,133,21,23,15,0,103,5,26,45,13
E09000009,Ealing,E01001227,833,497,86,17,35,5,5,109,6,38,32,3
E09000009,Ealing,E01001228,1126,558,147,47,85,5,25,142,7,42,58,10
E09000009,Ealing,E01001229,728,279,85,22,68,2,10,169,12,37,38,6
E09000009,Ealing,E01001230,766,458,78,16,29,4,6,102,8,16,42,7
E09000009,Ealing,E01001231,1088,523,191,24,50,3,5,166,18,28,68,12
E09000009,Ealing,E01001232,697,304,77,17,37,5,3,176,11,19,35,13
E09000009,Ealing,E01001233,771,370,102,23,50,2,8,133,5,31,41,6
E09000009,Ealing,E01001234,816,422,132,20,37,1,6,123,7,19,42,7
E09000009,Ealing,E01001235,1088,607,141,38,42,2,4,131,8,34,62,19
E09000009,Ealing,E01001236,817,482,87,19,32,6,4,101,5,26,48,7
E09000009,Ealing,E01001237,901,530,106,13,43,1,10,122,8,21,40,7
E09000009,Ealing,E01001239,723,216,136,47,68,7,8,138,8,29,49,17
E09000009,Ealing,E01001240,960,276,220,29,134,2,10,139,9,40,85,16
E09000009,Ealing,E01001241,1001,319,219,35,125,7,10,151,13,43,70,9
E09000009,Ealing,E01001242,791,322,99,35,80,0,27,127,9,44,39,9
E09000009,Ealing,E01001243,1208,452,180,32,141,5,17,189,7,60,92,33
E09000009,Ealing,E01001244,1306,477,129,43,212,15,10,202,17,63,116,22
E09000009,Ealing,E01001245,1246,646,149,22,120,8,17,122,8,79,71,4
E09000009,Ealing,E01001246,1001,324,159,57,110,10,23,188,9,25,88,8
E09000009,Ealing,E01001247,1026,325,184,29,120,3,14,176,13,43,104,15
E09000009,Ealing,E01001248,761,328,64,35,43,1,5,176,16,30,53,10
E09000009,Ealing,E01001249,1172,517,171,54,127,3,21,164,9,34,60,12
E09000009,Ealing,E01001250,1025,369,117,37,119,4,12,196,12,44,94,21
E09000009,Ealing,E01001251,942,451,95,26,85,1,6,157,11,28,77,5
E09000009,Ealing,E01001252,1234,379,158,58,155,5,11,254,26,57,107,24
E09000009,Ealing,E01001253,1098,470,138,22,64,2,16,236,14,36,83,17
E09000009,Ealing,E01001254,893,423,65,42,63,2,6,179,9,43,56,5
E09000009,Ealing,E01001255,815,446,56,17,37,0,8,157,7,38,43,6
E09000009,Ealing,E01001257,965,207,71,38,167,5,9,356,31,17,46,18
E09000009,Ealing,E01001258,849,220,75,22,127,1,6,329,11,11,33,14
E09000009,Ealing,E01001259,750,159,91,17,134,1,13,246,24,18,35,12
E09000009,Ealing,E01001260,972,265,113,25,120,2,5,322,30,29,44,17
E09000009,Ealing,E01001261,1148,233,119,40,229,5,10,346,16,44,95,11
E09000009,Ealing,E01001262,677,145,58,20,105,6,5,258,20,14,35,11
E09000009,Ealing,E01001263,842,189,93,33,111,2,10,327,21,7,35,14
E09000009,Ealing,E01001264,819,211,49,17,91,5,4,333,26,22,47,14
E09000009,Ealing,E01001265,886,210,164,33,63,5,11,300,11,16,64,9
E09000009,Ealing,E01001266,905,257,114,43,66,3,13,284,27,12,62,24
E09000009,Ealing,E01001267,846,217,139,15,97,2,7,266,18,20,52,13
E09000009,Ealing,E01001268,908,278,86,14,71,4,9,322,27,14,69,14
E09000009,Ealing,E01001269,1216,361,228,37,79,3,13,371,20,15,69,20
E09000009,Ealing,E01001270,900,245,109,33,73,3,5,330,23,22,44,13
E09000009,Ealing,E01001271,944,203,161,41,104,2,4,316,18,19,65,11
E09000009,Ealing,E01001272,862,222,189,28,67,1,9,254,18,9,50,15
E09000009,Ealing,E01001273,804,438,114,19,24,6,4,145,4,13,28,9
E09000009,Ealing,E01001274,700,386,105,18,21,2,4,106,5,16,29,8
E09000009,Ealing,E01001275,1006,545,152,25,40,8,6,139,8,31,44,8
E09000009,Ealing,E01001276,905,254,152,43,69,7,25,213,20,31,75,16
E09000009,Ealing,E01001277,1015,340,208,32,110,3,12,200,15,18,65,12
E09000009,Ealing,E01001278,952,323,180,29,65,1,18,235,10,17,63,11
